==================================================
        LR-IOTA PROTOCOL SIMULATION LOGGER        
==================================================
Timestamp(us)	ID	Message
17714560	ID:1	[INFO: Sender    ] Sending Fragment 10/42 (64 bytes)...
17714560	ID:1	[INFO: IPv6      ] Sending packet with length 121 (81)
17714560	ID:1	[INFO: IPv6 Route] Looking up route for fd00::202:2:2:2
17714560	ID:1	[INFO: IPv6 Route] No route found
17714560	ID:1	[INFO: IPv6 Route] Default route, IP address fe80::202:2:2:2
17714560	ID:1	[INFO: IPv6 Route] Default route found, IP address fe80::202:2:2:2
17743680	ID:2	[INFO: IPv6      ] packet received from fd00::201:1:1:1 to fd00::202:2:2:2
17743680	ID:2	[INFO: IPv6      ] Receiving UDP packet
17743680	ID:2	[INFO: Gateway   ] Received message type 0x04
17743680	ID:2	[INFO: Gateway   ] Received Fragment 10/42 (64 bytes)
17743680	ID:2	[INFO: IPv6      ] Sending packet with length 51 (11)
17775440	ID:1	[INFO: IPv6      ] packet received from fd00::202:2:2:2 to fd00::201:1:1:1
17775440	ID:1	[INFO: IPv6      ] Receiving UDP packet
17775440	ID:1	[INFO: Sender    ] Received message type 0x05
17775440	ID:1	[INFO: Sender    ] Received ACK for fragment 9
17775440	ID:1	[INFO: Sender    ] ACK received for fragment 9
17775440	ID:1	[INFO: Sender    ] Sending Fragment 11/42 (64 bytes)...
17775440	ID:1	[INFO: IPv6      ] Sending packet with length 121 (81)
17775440	ID:1	[INFO: IPv6 Route] Looking up route for fd00::202:2:2:2
17775440	ID:1	[INFO: IPv6 Route] No route found
17775440	ID:1	[INFO: IPv6 Route] Default route, IP address fe80::202:2:2:2
17775440	ID:1	[INFO: IPv6 Route] Default route found, IP address fe80::202:2:2:2
17804680	ID:2	[INFO: IPv6      ] packet received from fd00::201:1:1:1 to fd00::202:2:2:2
17804680	ID:2	[INFO: IPv6      ] Receiving UDP packet
17804680	ID:2	[INFO: Gateway   ] Received message type 0x04
17804680	ID:2	[INFO: Gateway   ] Received Fragment 11/42 (64 bytes)
17804680	ID:2	[INFO: IPv6      ] Sending packet with length 51 (11)
17849440	ID:1	[INFO: IPv6      ] packet received from fd00::202:2:2:2 to fd00::201:1:1:1
17849440	ID:1	[INFO: IPv6      ] Receiving UDP packet
17849440	ID:1	[INFO: Sender    ] Received message type 0x05
17849440	ID:1	[INFO: Sender    ] Received ACK for fragment 10
17849440	ID:1	[INFO: Sender    ] ACK received for fragment 10
17849440	ID:1	[INFO: Sender    ] Sending Fragment 12/42 (64 bytes)...
17849440	ID:1	[INFO: IPv6      ] Sending packet with length 121 (81)
17849440	ID:1	[INFO: IPv6 Route] Looking up route for fd00::202:2:2:2
17849440	ID:1	[INFO: IPv6 Route] No route found
17849440	ID:1	[INFO: IPv6 Route] Default route, IP address fe80::202:2:2:2
17849440	ID:1	[INFO: IPv6 Route] Default route found, IP address fe80::202:2:2:2
17887680	ID:2	[INFO: IPv6      ] packet received from fd00::201:1:1:1 to fd00::202:2:2:2
17887680	ID:2	[INFO: IPv6      ] Receiving UDP packet
17887680	ID:2	[INFO: Gateway   ] Received message type 0x04
17887680	ID:2	[INFO: Gateway   ] Received Fragment 12/42 (64 bytes)
17887680	ID:2	[INFO: IPv6      ] Sending packet with length 51 (11)
17914440	ID:1	[INFO: IPv6      ] packet received from fd00::202:2:2:2 to fd00::201:1:1:1
17914440	ID:1	[INFO: IPv6      ] Receiving UDP packet
17914440	ID:1	[INFO: Sender    ] Received message type 0x05
17914440	ID:1	[INFO: Sender    ] Received ACK for fragment 11
17914440	ID:1	[INFO: Sender    ] ACK received for fragment 11
17914440	ID:1	[INFO: Sender    ] Sending Fragment 13/42 (64 bytes)...
17914440	ID:1	[INFO: IPv6      ] Sending packet with length 121 (81)
17914440	ID:1	[INFO: IPv6 Route] Looking up route for fd00::202:2:2:2
17914440	ID:1	[INFO: IPv6 Route] No route found
17914440	ID:1	[INFO: IPv6 Route] Default route, IP address fe80::202:2:2:2
17914440	ID:1	[INFO: IPv6 Route] Default route found, IP address fe80::202:2:2:2
17952680	ID:2	[INFO: IPv6      ] packet received from fd00::201:1:1:1 to fd00::202:2:2:2
17952680	ID:2	[INFO: IPv6      ] Receiving UDP packet
17952680	ID:2	[INFO: Gateway   ] Received message type 0x04
17952680	ID:2	[INFO: Gateway   ] Received Fragment 13/42 (64 bytes)
17952680	ID:2	[INFO: IPv6      ] Sending packet with length 51 (11)
17971440	ID:1	[INFO: IPv6      ] packet received from fd00::202:2:2:2 to fd00::201:1:1:1
17971440	ID:1	[INFO: IPv6      ] Receiving UDP packet
17971440	ID:1	[INFO: Sender    ] Received message type 0x05
17971440	ID:1	[INFO: Sender    ] Received ACK for fragment 12
17971440	ID:1	[INFO: Sender    ] ACK received for fragment 12
17971440	ID:1	[INFO: Sender    ] Sending Fragment 14/42 (64 bytes)...
17971440	ID:1	[INFO: IPv6      ] Sending packet with length 121 (81)
17971440	ID:1	[INFO: IPv6 Route] Looking up route for fd00::202:2:2:2
17971440	ID:1	[INFO: IPv6 Route] No route found
17971440	ID:1	[INFO: IPv6 Route] Default route, IP address fe80::202:2:2:2
17971440	ID:1	[INFO: IPv6 Route] Default route found, IP address fe80::202:2:2:2
18002680	ID:2	[INFO: IPv6      ] packet received from fd00::201:1:1:1 to fd00::202:2:2:2
18002680	ID:2	[INFO: IPv6      ] Receiving UDP packet
18002680	ID:2	[INFO: Gateway   ] Received message type 0x04
18002680	ID:2	[INFO: Gateway   ] Received Fragment 14/42 (64 bytes)
18002680	ID:2	[INFO: IPv6      ] Sending packet with length 51 (11)
18039440	ID:1	[INFO: IPv6      ] packet received from fd00::202:2:2:2 to fd00::201:1:1:1
18039440	ID:1	[INFO: IPv6      ] Receiving UDP packet
18039440	ID:1	[INFO: Sender    ] Received message type 0x05
18039440	ID:1	[INFO: Sender    ] Received ACK for fragment 13
18039440	ID:1	[INFO: Sender    ] ACK received for fragment 13
18039440	ID:1	[INFO: Sender    ] Sending Fragment 15/42 (64 bytes)...
18039440	ID:1	[INFO: IPv6      ] Sending packet with length 121 (81)
18039440	ID:1	[INFO: IPv6 Route] Looking up route for fd00::202:2:2:2
18039440	ID:1	[INFO: IPv6 Route] No route found
18039440	ID:1	[INFO: IPv6 Route] Default route, IP address fe80::202:2:2:2
18039440	ID:1	[INFO: IPv6 Route] Default route found, IP address fe80::202:2:2:2
18048120	ID:2	[INFO: IPv6      ] packet received from fd00::201:1:1:1 to fd00::202:2:2:2
18048120	ID:2	[INFO: IPv6      ] Receiving UDP packet
18048120	ID:2	[INFO: Gateway   ] Received message type 0x04
18048120	ID:2	[INFO: Gateway   ] Received Fragment 15/42 (64 bytes)
18048120	ID:2	[INFO: IPv6      ] Sending packet with length 51 (11)
18071440	ID:1	[INFO: IPv6      ] packet received from fd00::202:2:2:2 to fd00::201:1:1:1
18071440	ID:1	[INFO: IPv6      ] Receiving UDP packet
18071440	ID:1	[INFO: Sender    ] Received message type 0x05
18071440	ID:1	[INFO: Sender    ] Received ACK for fragment 14
18071440	ID:1	[INFO: Sender    ] ACK received for fragment 14
18071440	ID:1	[INFO: Sender    ] Sending Fragment 16/42 (64 bytes)...
18071440	ID:1	[INFO: IPv6      ] Sending packet with length 121 (81)
18071440	ID:1	[INFO: IPv6 Route] Looking up route for fd00::202:2:2:2
18071440	ID:1	[INFO: IPv6 Route] No route found
18071440	ID:1	[INFO: IPv6 Route] Default route, IP address fe80::202:2:2:2
18071440	ID:1	[INFO: IPv6 Route] Default route found, IP address fe80::202:2:2:2
18079120	ID:2	[INFO: IPv6      ] packet received from fd00::201:1:1:1 to fd00::202:2:2:2
18079120	ID:2	[INFO: IPv6      ] Receiving UDP packet
18079120	ID:2	[INFO: Gateway   ] Received message type 0x04
18079120	ID:2	[INFO: Gateway   ] Received Fragment 16/42 (64 bytes)
18079120	ID:2	[INFO: IPv6      ] Sending packet with length 51 (11)
18113440	ID:1	[INFO: IPv6      ] packet received from fd00::202:2:2:2 to fd00::201:1:1:1
18113440	ID:1	[INFO: IPv6      ] Receiving UDP packet
18113440	ID:1	[INFO: Sender    ] Received message type 0x05
18113440	ID:1	[INFO: Sender    ] Received ACK for fragment 15
18113440	ID:1	[INFO: Sender    ] ACK received for fragment 15
18113440	ID:1	[INFO: Sender    ] Sending Fragment 17/42 (64 bytes)...
